lang_column,TLA,LSL,SQL,PostScript,Brainfuck,PureScript,'Vim script',ColdFusion,'Propeller Spin',PLSQL,Smalltalk,APL,GLSL,Perl,Processing,CSS,Apex,Haxe,Max,'DIGITAL Command Language',R,NSIS,BlitzBasic,Fantom,QMake,Factor,Scala,CMake,Golo,'Visual Basic',J,LiveScript,Dogescript,XS,UrWeb,'GCC Machine Description',AMPL,Slash,PureBasic,Pascal,Assembly,HyPhy,Cool,LabVIEW,'Pure Data',NewLisp,JavaScript,Befunge,Squirrel,Python,Nginx,CartoCSS,Boo,Rebol,TypeScript,'OpenEdge ABL',Makefile,HTML,IDL,Gnuplot,Clojure,C#,Ada,ABAP,PLpgSQL,Stan,Ruby,'Standard ML',Io,eC,SAS,RenderScript,AspectJ,Idris,Stata,M4,Zephir,'AGS Script',Elm,Verilog,Ragel,AutoIt,ChucK,xBase,ooc,REXX,Rust,XML,JSONiq,Diff,E,Cirru,DM,BitBake,Bro,SystemVerilog,PAWN,Gherkin,Lean,Lua,Turing,'Component Pascal',Brightscript,Mako,OpenSCAD,Clarion,KRL,ANTLR,XQuery,LLVM,'Inno Setup','Graphviz (DOT)',Julia,Oz,Scheme,Parrot,Liquid,C,'Ragel in Ruby Host','Web Ontology Language',Fortran,Objective-C,XC,Objective-C++,Mercury,Modula-2,NetLogo,CLIPS,COBOL,Smali,Rouge,Myghty,Racket,Genshi,M,AppleScript,VCL,'Jupyter Notebook',QML,'Csound Document',Lasso,'Cap\'n Proto',VHDL,RobotFramework,'POV-Ray SDL',SaltStack,MoonScript,nesC,D,Crystal,Limbo,Pike,Java,SourcePawn,Logos,Forth,Arduino,Terra,Eagle,Dart,Redcode,Kotlin,Batchfile,Thrift,F#,Hy,Opa,Eiffel,VimL,'Emacs Lisp',Scilab,GAP,Haskell,LilyPond,Gosu,Fancy,'1C Enterprise',Xtend,PigLatin,GDB,PHP,C++,'API Blueprint',Shell,Mathematica,Cycript,DTrace,PicoLisp,Cucumber,ApacheConf,Jasmin,Groovy,Csound,RAML,Omgrofl,Frege,Mask,Nu,AutoHotkey,MAXScript,FLUX,Cuda,Lex,Smarty,Objective-J,Coq,ASP,Pony,Tea,EmberScript,ActionScript,Go,Bison,UnrealScript,XSLT,Self,Swift,'IGOR Pro','Inform 7',Clean,Harbour,KiCad,'Module Management System',Vue,Vala,'Game Maker Language','Gettext Catalog',Nim,Hack,Alloy,Volt,TeX,Nix,Tcl,Ioke,Matlab,LOLCODE,HCL,Arc,Augeas,Nemerle,'Protocol Buffer',Elixir,Metal,CoffeeScript,XProc,Erlang,Prolog,HLSL,FreeMarker,'SRecode Template',Yacc,Groff,SuperCollider,SQLPL,'Common Lisp',PowerShell,Puppet,Handlebars,GDScript,OCaml,Roff,Awk,Agda,Perl6,cluster
Diff,0,1,0,1,0,0,0,1,0,0,0,0,1,2,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,2,1,0,0,1,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,6,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,cluster6
E,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,1,0,0,0,2,0,1,2,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,2,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,4,2,1,0,1,0,0,0,1,0,0,2,0,2,cluster14
Cirru,0,8,0,0,0,0,0,9,0,0,0,0,8,9,1,9,0,9,0,0,9,4,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,9,9,0,0,0,0,0,9,0,0,10,0,0,0,0,9,0,8,8,0,0,9,9,8,9,0,0,9,0,8,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,9,0,9,1,0,22,0,0,0,0,0,0,7,9,0,0,0,0,8,0,0,0,9,0,0,0,11,0,9,0,8,1,0,0,4,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,9,0,0,8,0,0,0,9,0,1,7,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,9,9,0,9,0,0,0,0,8,0,0,9,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,9,9,0,9,0,0,0,0,0,8,8,0,9,0,9,0,0,5,0,0,0,0,0,9,9,0,2,0,9,0,0,0,0,cluster2
DM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
BitBake,0,0,0,1,0,0,1,0,0,1,0,0,1,2,0,1,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,3,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,2,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,2,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,cluster6
Bro,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
SystemVerilog,0,0,0,2,0,0,0,0,0,0,3,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,3,0,1,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,6,4,0,0,0,2,0,0,0,0,4,1,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,4,0,2,0,0,0,2,1,0,0,0,0,2,0,6,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,cluster1
PAWN,0,0,0,1,0,0,1,0,0,3,1,0,2,6,0,4,0,0,1,3,2,0,0,0,2,0,0,4,0,3,0,0,0,3,0,1,0,0,0,5,5,0,0,0,0,0,6,0,0,6,0,0,0,1,0,1,6,6,0,0,0,2,1,0,3,0,1,0,0,2,1,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,6,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,5,5,1,1,0,1,0,0,0,0,7,0,0,0,0,0,1,4,2,4,1,0,0,0,1,0,0,1,5,7,0,6,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,4,1,2,0,1,0,0,0,0,1,5,0,3,cluster6
Gherkin,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,cluster4
Lean,0,7,0,0,0,0,0,7,0,0,0,0,7,7,1,7,0,7,0,0,7,3,0,0,0,0,7,0,0,7,0,7,0,0,0,0,0,0,0,7,7,0,0,0,0,0,7,0,0,7,0,0,0,0,7,0,7,7,0,0,7,7,7,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,7,0,7,1,0,7,0,0,0,0,0,0,14,7,0,0,0,0,7,0,0,0,7,0,0,0,7,0,7,0,7,0,0,0,3,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,7,0,0,7,0,0,0,7,0,0,6,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,7,7,0,7,0,0,0,0,7,0,0,7,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,7,7,0,7,0,0,0,0,0,7,7,0,7,0,7,0,0,4,0,0,0,0,0,7,7,0,2,0,7,0,0,0,0,cluster2
Lua,0,9,0,8,6,1,5,14,0,6,3,5,28,69,3,84,1,16,1,10,26,8,1,1,9,1,22,63,1,23,1,13,1,4,1,2,0,0,1,23,37,1,1,0,0,1,104,0,1,130,7,0,1,4,12,6,128,98,1,0,24,54,11,10,3,0,65,2,11,4,5,0,0,1,1,12,0,2,8,10,1,1,1,2,1,0,18,0,10,1,1,9,0,1,0,0,2,0,7,542,1,1,0,1,8,0,1,0,10,2,4,1,15,1,21,0,9,142,2,0,11,92,0,37,1,2,0,2,11,1,0,0,7,0,8,3,0,8,1,3,0,0,10,0,1,0,5,0,20,3,4,1,88,7,3,12,3,3,0,17,0,2,67,1,2,1,1,9,19,13,1,7,28,0,0,0,1,0,1,3,51,141,0,166,7,0,8,0,11,8,1,15,1,0,1,0,8,1,10,0,3,5,4,4,1,0,10,1,1,2,20,37,1,0,13,0,17,1,0,2,0,1,6,0,11,2,0,5,2,2,2,24,10,17,1,21,1,0,0,0,2,16,13,0,23,1,24,17,2,6,0,9,26,2,3,17,22,1,5,0,15,9,15,1,20,cluster3
Turing,0,1,0,1,1,1,0,1,0,1,0,1,0,2,0,2,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,2,0,0,1,1,0,1,1,2,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,2,0,0,1,2,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,2,0,0,1,1,0,1,2,0,0,1,0,0,0,0,0,1,0,1,2,0,2,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,2,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,2,1,2,cluster8
'Component Pascal',0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,1,0,0,0,1,2,1,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,cluster4
Brightscript,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster4
Mako,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,30,0,0,0,0,2,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,43,0,0,0,0,0,0,13,36,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,86,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,2,3,0,27,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,2,1,0,0,0,0,0,0,1,cluster4
OpenSCAD,0,8,0,1,0,0,0,8,0,0,0,0,9,8,1,10,0,8,0,0,8,4,0,0,1,0,8,0,0,9,0,8,0,0,0,0,0,0,0,8,9,0,0,0,0,0,11,0,0,11,0,0,0,0,8,0,9,11,0,0,8,8,8,8,0,0,9,0,8,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,0,8,1,0,8,0,0,0,0,0,0,7,8,0,0,0,0,30,0,0,0,8,0,0,0,8,0,8,0,8,2,0,0,4,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,8,0,0,0,8,0,0,8,0,0,1,8,0,1,8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,8,10,0,10,0,0,0,0,8,0,0,8,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,5,0,0,0,0,1,0,0,8,0,0,0,0,0,0,8,8,8,0,9,0,0,0,0,0,8,8,0,9,0,8,0,0,5,0,0,0,0,0,8,8,0,2,0,8,0,0,0,0,cluster2
Clarion,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,7,7,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,7,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,cluster4
KRL,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,cluster6
ANTLR,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,8,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,0,0,11,0,0,0,0,0,0,4,12,2,0,0,2,0,0,2,0,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,2,11,2,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,2,2,0,13,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,1,3,0,1,0,2,1,0,0,0,1,1,0,0,cluster4
XQuery,0,9,0,1,1,1,0,10,0,1,0,1,9,13,1,14,1,10,0,0,10,5,1,1,1,1,10,0,1,11,1,10,1,1,0,0,0,0,1,10,11,0,1,0,0,1,14,0,1,13,0,0,1,1,10,1,10,12,0,0,11,11,9,10,0,0,12,1,9,0,1,0,0,1,0,2,0,1,8,10,0,1,0,1,1,0,10,0,9,1,0,9,0,0,0,0,0,0,7,10,1,0,0,0,8,0,0,0,28,1,0,0,10,1,10,0,8,3,0,0,5,11,0,1,1,1,0,0,9,1,0,0,1,0,1,1,0,0,0,0,0,0,10,0,1,0,1,0,10,0,1,1,12,1,0,9,1,0,0,10,0,2,10,0,0,1,1,8,1,1,1,1,10,0,0,0,0,0,1,0,12,11,0,13,1,0,1,0,8,0,1,10,1,0,1,0,8,1,10,0,0,0,1,0,0,0,2,1,1,0,12,10,0,1,4,0,6,0,0,1,0,0,1,0,10,0,0,1,1,0,0,10,9,10,1,10,1,0,0,0,1,8,9,0,10,1,10,2,0,5,0,2,3,1,0,10,10,0,2,0,10,0,2,1,2,cluster3
LLVM,0,1,0,2,1,1,0,1,0,1,0,1,0,7,0,9,1,1,1,2,2,2,1,1,0,1,1,10,1,1,1,1,1,0,0,2,0,0,1,2,5,0,1,0,0,1,8,0,1,12,0,0,1,2,3,1,9,10,1,2,1,4,2,1,1,0,3,2,1,0,2,0,0,1,0,2,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,24,1,0,1,1,4,0,0,12,0,0,1,9,0,6,1,1,0,1,1,1,0,0,1,0,1,1,0,3,1,1,0,0,1,0,0,0,1,0,1,0,2,1,6,1,1,1,1,0,0,1,0,1,8,0,0,1,1,0,4,6,0,0,1,0,0,0,0,0,1,0,3,12,0,12,1,0,2,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,2,0,0,0,1,1,1,0,1,5,1,0,4,0,3,0,0,1,0,0,3,0,1,0,0,1,2,0,0,2,0,3,1,1,1,0,0,0,1,4,1,0,1,1,1,1,0,0,0,7,5,1,0,1,1,0,0,0,2,0,2,1,2,cluster11
'Inno Setup',0,0,0,3,2,0,0,0,0,1,1,0,2,12,0,19,0,0,0,4,5,1,0,0,5,0,0,9,0,7,0,0,0,2,0,0,0,0,0,6,5,0,0,0,0,1,14,0,0,16,0,1,0,1,2,2,26,26,0,1,1,7,1,0,0,0,4,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,70,0,0,0,2,0,0,29,0,0,0,21,0,7,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,7,1,2,0,0,0,0,0,0,24,0,2,0,0,0,4,6,0,3,0,1,0,0,0,0,0,0,6,27,0,29,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,1,1,0,1,6,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,4,0,1,0,0,0,0,0,4,0,0,1,0,0,5,0,0,0,3,16,0,0,2,4,0,0,0,0,0,4,0,5,cluster4
'Graphviz (DOT)',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
