lang_column,'Component Pascal','Emacs Lisp',Factor,AspectJ,Rust,RAML,PicoLisp,Cucumber,Tea,Boo,Objective-C++,Mathematica,Forth,CLIPS,Yacc,HCL,Scheme,Pony,Objective-J,Arduino,Ada,Awk,LLVM,BlitzBasic,ActionScript,Diff,Groff,XQuery,Alloy,'OpenEdge ABL',LilyPond,EmberScript,FLUX,Stan,Lua,TLA,Nemerle,RobotFramework,VHDL,Apex,Erlang,Haskell,Coq,Mako,AutoIt,Max,M,KiCad,Zephir,'Vim script','Propeller Spin',Lex,Ioke,Tcl,SQLPL,Golo,Nim,ASP,Harbour,Python,nesC,Handlebars,IDL,Arc,'Ragel in Ruby Host',Kotlin,'AGS Script',PigLatin,Gosu,Perl,Dart,OpenSCAD,HLSL,CMake,MoonScript,PAWN,Makefile,LOLCODE,Cool,Rouge,Fortran,Puppet,Vue,eC,Csound,QML,Ragel,TypeScript,Mask,Jasmin,F#,SystemVerilog,Frege,SuperCollider,Turing,Vala,Hy,SourcePawn,Cycript,Clarion,Nginx,Liquid,XS,'Common Lisp',Pascal,Gherkin,Parrot,Bro,Perl6,Cuda,ColdFusion,Hack,HyPhy,Objective-C,AMPL,Roff,NewLisp,Clean,C#,FreeMarker,Prolog,SQL,'DIGITAL Command Language',Oz,R,PowerShell,PHP,Omgrofl,M4,Terra,PureScript,Batchfile,Genshi,Self,MAXScript,CSS,BitBake,Clojure,Metal,'Protocol Buffer',JSONiq,NetLogo,Lean,XProc,Groovy,'Jupyter Notebook',Cirru,NSIS,PLSQL,UnrealScript,QMake,LSL,OCaml,Scilab,D,Mercury,Myghty,Nu,GAP,TeX,Haxe,LiveScript,GDScript,'Visual Basic','GCC Machine Description',Brainfuck,'Gettext Catalog','Csound Document',Verilog,Io,SAS,'Module Management System',ooc,VimL,'Web Ontology Language',Shell,ABAP,'POV-Ray SDL',PureBasic,Crystal,XSLT,UrWeb,Pike,Logos,Limbo,Assembly,'Inno Setup',LabVIEW,COBOL,Matlab,Thrift,Elixir,Processing,'Pure Data',REXX,Idris,GLSL,JavaScript,RenderScript,Fancy,Befunge,J,AppleScript,Lasso,XC,E,Racket,Java,Go,Eiffel,'API Blueprint',Brightscript,C,Gnuplot,DTrace,Eagle,Bison,ApacheConf,PLpgSQL,ANTLR,C++,Swift,Fantom,AutoHotkey,APL,Smali,Julia,Modula-2,SaltStack,'Graphviz (DOT)',xBase,XML,GDB,Squirrel,Smarty,Rebol,'Standard ML',Elm,Slash,'Game Maker Language',Dogescript,Smalltalk,Nix,Xtend,Agda,HTML,Volt,Ruby,PostScript,Opa,CoffeeScript,CartoCSS,Scala,Stata,cluster
NewLisp,0,4,1,0,2,0,0,0,1,1,1,2,1,0,1,0,2,1,0,1,1,2,1,1,2,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,3,2,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,6,0,0,0,0,0,1,1,1,0,2,2,0,0,1,1,0,4,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,2,0,1,0,0,0,0,5,1,0,0,0,2,0,1,1,0,2,0,1,16,1,2,0,1,0,1,1,1,1,2,1,2,0,1,1,0,0,0,5,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,2,0,1,1,0,1,1,3,1,1,0,1,0,1,0,0,1,2,1,1,1,1,0,7,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,5,0,1,0,1,1,0,0,0,1,4,2,0,0,0,4,1,1,0,0,0,0,0,3,2,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,6,0,3,2,1,1,0,4,0,cluster9
Clean,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,2,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,2,0,0,0,0,0,1,1,0,1,1,1,0,4,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,3,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,4,0,0,1,8,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,4,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,4,1,0,1,0,1,0,1,0,1,1,0,0,1,4,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,4,0,1,0,0,0,0,0,4,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,3,0,1,1,1,1,0,1,0,cluster9
C#,1,13,1,0,13,0,0,7,1,1,29,6,9,6,9,0,18,1,1,2,14,16,4,2,15,0,25,8,0,2,0,1,0,0,42,0,2,0,8,1,19,21,0,0,1,1,5,2,0,2,0,5,1,19,2,1,4,101,0,127,0,1,1,0,3,2,1,1,0,56,13,6,0,38,2,1,92,1,1,0,11,4,0,2,1,3,0,18,8,1,11,0,0,1,1,7,1,6,0,5,2,6,4,14,24,0,0,0,16,3,12,1,1,94,0,2,2,1,1230,4,12,0,6,1,23,72,74,1,11,0,1,100,0,0,0,163,0,20,0,13,7,0,5,1,12,4,6,9,4,1,6,7,14,3,20,1,0,1,8,16,12,8,0,29,0,6,0,1,7,8,8,7,2,8,0,157,7,2,2,3,19,1,2,4,1,39,4,0,9,18,0,10,3,2,0,1,30,214,0,0,0,1,8,0,0,0,5,129,39,6,0,0,137,3,3,0,0,8,2,2,152,19,1,7,4,1,12,1,0,0,2,0,0,1,5,4,3,6,0,0,1,18,8,0,1,154,1,58,5,1,20,0,26,0,cluster9
FreeMarker,0,3,0,2,4,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,3,4,0,0,0,0,0,0,4,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,19,0,0,0,0,0,2,0,0,0,11,4,4,0,3,0,0,9,0,0,0,3,0,0,0,0,0,0,6,4,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,4,0,0,0,0,0,4,0,0,4,0,0,0,0,4,84,0,0,0,0,5,4,6,0,0,0,0,18,0,0,0,25,0,4,0,6,4,0,3,0,12,0,4,3,2,0,0,4,4,1,4,0,0,0,2,4,4,4,0,4,0,0,0,0,4,4,0,0,0,0,0,30,4,0,0,0,5,0,0,0,0,4,0,0,4,4,0,4,1,0,0,0,4,22,0,0,0,0,0,0,0,0,0,42,4,4,0,0,8,0,0,0,0,1,0,4,10,3,0,4,0,0,4,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,4,0,0,23,0,12,0,0,4,0,6,0,cluster2
Prolog,0,7,1,0,1,0,0,0,1,1,11,3,1,4,9,0,8,1,0,1,3,20,1,1,4,0,17,2,0,7,0,0,1,0,15,0,1,0,1,1,9,7,0,0,1,0,1,0,0,0,0,6,1,4,2,1,1,10,0,50,0,0,10,0,1,1,1,1,0,39,1,0,1,8,1,3,57,1,1,0,5,1,0,4,1,0,0,3,0,1,0,0,0,1,1,1,1,5,0,0,0,0,8,8,12,0,2,0,19,2,3,1,0,36,0,2,1,1,12,0,210,0,5,1,17,5,19,1,10,0,1,26,0,0,0,34,0,8,0,2,0,0,0,1,1,0,0,4,6,7,8,1,2,8,7,1,0,4,6,22,4,1,0,8,0,1,0,0,1,2,3,3,1,3,1,69,1,2,1,0,13,0,1,1,1,27,4,0,3,5,0,1,0,0,0,1,2,46,0,0,0,1,1,0,0,0,4,34,8,0,0,0,64,2,4,0,5,4,2,0,64,4,1,1,4,1,2,1,0,0,1,0,1,1,2,1,2,0,0,0,1,2,0,0,1,37,0,32,7,1,1,0,11,0,cluster11
SQL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,cluster4
'DIGITAL Command Language',0,10,0,0,1,0,1,3,0,0,6,2,1,4,9,0,8,0,0,0,4,14,2,0,3,0,19,0,0,3,0,0,0,0,7,0,0,0,0,0,1,2,0,0,0,2,3,2,0,1,0,7,0,5,0,0,1,1,0,33,0,0,2,0,0,0,0,0,0,20,1,0,0,16,1,2,27,0,0,0,2,0,0,5,0,2,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,5,5,6,0,0,0,10,0,0,0,0,20,0,5,1,0,6,0,5,0,68,0,6,8,10,0,9,2,0,24,0,0,0,17,0,1,0,6,0,0,0,0,1,3,0,3,4,0,5,0,1,1,2,0,0,0,5,7,0,0,1,12,0,1,0,0,0,0,6,9,0,6,0,30,0,0,0,1,5,1,0,2,1,24,4,0,0,4,0,3,0,2,0,0,4,21,0,0,0,0,1,0,0,1,1,12,5,0,0,0,27,1,6,2,0,2,0,0,25,1,0,0,0,0,0,0,0,0,0,0,1,0,5,2,1,0,0,0,0,3,0,0,0,26,1,8,5,0,0,0,2,0,cluster12
Oz,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,2,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,cluster9
R,0,23,1,0,9,0,1,6,1,1,2,4,8,2,6,0,16,1,1,1,9,20,2,2,12,0,24,7,0,5,0,0,0,6,18,1,3,0,8,1,15,14,0,2,1,2,5,0,0,0,0,4,1,12,3,1,2,11,0,172,0,1,0,0,1,2,3,3,0,73,8,6,0,13,2,1,133,1,1,0,15,1,0,2,1,1,0,6,6,1,0,0,0,2,1,7,2,4,0,0,1,6,3,11,14,0,2,0,13,1,7,1,1,32,0,0,1,1,23,5,17,0,6,1,2434,16,25,1,6,1,1,43,0,0,0,221,0,10,0,10,6,0,5,1,10,23,6,4,3,3,2,7,9,3,16,3,0,1,7,148,11,8,1,10,2,2,0,0,8,8,11,4,1,9,0,200,7,2,1,0,13,0,1,2,1,28,3,0,7,26,4,8,4,1,0,1,6,209,0,0,0,1,2,0,0,1,2,52,16,6,0,0,96,3,7,0,4,7,1,2,120,9,1,7,4,1,15,1,0,1,2,0,1,1,2,28,1,6,0,1,1,1,9,0,1,234,0,74,8,1,26,0,33,9,cluster9
PowerShell,0,8,1,0,8,0,0,8,1,1,12,1,7,2,1,0,9,1,0,1,9,3,1,1,13,0,7,7,0,1,0,0,0,0,17,0,1,0,7,1,10,9,0,1,1,0,1,0,0,5,0,0,1,16,1,1,2,21,0,86,0,1,1,0,0,2,1,2,0,25,8,6,0,14,2,1,50,1,1,0,4,2,0,2,1,0,0,12,7,1,3,0,0,1,1,7,1,1,0,0,2,6,2,12,10,0,0,0,3,5,10,1,0,33,0,3,1,1,72,4,5,0,8,1,16,374,29,1,6,0,1,69,0,0,0,73,0,8,0,8,6,0,5,1,10,2,6,4,6,0,2,7,8,0,8,1,0,1,2,13,7,7,0,17,4,1,0,0,7,7,3,3,1,8,0,114,7,0,1,1,8,1,1,0,1,21,3,0,7,7,1,8,1,0,0,1,11,96,0,0,0,1,1,0,0,0,2,33,25,6,0,0,62,1,4,0,0,4,3,2,52,5,1,7,1,1,7,1,0,0,1,0,0,1,1,1,2,6,0,1,1,6,6,0,1,86,1,36,7,1,14,0,10,0,cluster9
PHP,0,24,1,1,13,0,0,21,1,1,18,4,9,3,15,2,18,2,1,5,10,23,2,2,36,1,40,8,0,2,0,0,0,0,39,0,3,0,7,1,22,23,0,1,1,0,5,3,1,3,0,14,1,21,9,1,3,45,0,240,0,4,0,0,4,2,2,2,1,136,12,6,1,31,2,3,159,1,1,0,10,5,22,2,1,0,1,13,6,2,3,0,0,1,1,8,2,13,0,5,18,7,6,15,22,0,2,0,23,1,25,5,1,75,0,4,2,1,74,6,19,0,10,1,25,29,3050,1,19,0,1,137,0,0,0,773,0,24,0,16,7,0,5,1,15,4,6,8,18,2,7,7,17,4,17,1,0,3,9,19,12,10,0,30,6,5,0,0,7,8,4,6,1,17,1,406,7,3,1,2,38,1,2,6,2,55,3,1,9,18,1,11,6,2,1,1,8,846,1,0,0,2,9,5,0,0,6,159,53,6,0,0,167,4,7,1,2,274,16,1,144,19,1,7,4,1,12,1,1,0,2,2,3,1,36,4,3,6,0,0,1,4,7,1,1,588,2,156,15,1,45,0,30,1,cluster1
Omgrofl,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,2,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,cluster9
M4,0,18,1,0,2,0,1,0,1,1,11,3,1,3,21,0,8,1,0,1,4,21,2,1,2,0,31,2,0,3,0,0,0,0,8,0,1,0,1,1,4,4,1,0,1,0,2,0,0,1,0,19,1,5,1,1,1,7,0,64,1,0,0,0,0,1,1,1,0,40,1,0,2,25,1,3,86,1,1,0,3,1,0,5,1,0,0,1,0,1,0,0,0,2,2,1,1,6,0,1,1,0,7,6,8,0,0,0,14,3,1,1,0,43,0,12,2,1,11,0,10,0,9,1,6,6,19,1,186,2,1,33,0,0,0,33,0,5,0,10,0,0,0,1,2,0,0,5,5,5,8,1,3,7,2,1,0,1,5,10,2,1,1,10,1,1,0,0,1,1,4,5,1,5,0,86,1,3,1,0,11,0,2,3,1,35,1,0,1,5,0,4,0,1,0,1,3,28,1,0,0,1,2,0,1,1,1,19,7,0,0,0,89,3,13,0,0,2,1,1,77,3,1,1,1,1,1,1,0,0,2,0,3,1,1,2,1,0,0,1,1,3,3,0,1,42,0,12,7,1,1,0,4,0,cluster11
Terra,0,2,0,0,0,0,1,0,0,0,1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,2,6,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,1,0,cluster8
PureScript,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,2,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,4,1,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,2,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,2,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,2,0,2,1,1,1,0,1,0,cluster9
Batchfile,0,30,1,2,8,0,0,13,1,1,58,8,10,5,28,0,18,2,0,7,12,33,7,1,25,0,83,9,0,9,2,1,2,0,57,1,2,1,8,1,10,18,0,6,1,3,8,6,0,1,0,26,1,28,11,1,2,29,0,349,0,2,12,1,1,3,3,4,0,121,8,7,2,90,2,5,289,1,1,0,13,3,1,7,1,8,0,31,6,3,8,0,1,1,2,7,1,19,0,3,6,6,9,17,26,0,0,0,25,10,14,1,0,147,1,9,1,1,100,18,26,0,24,1,43,69,137,1,33,1,1,1402,1,0,2,355,0,14,0,44,6,0,5,1,34,17,6,25,25,2,18,7,9,7,12,1,1,1,17,48,8,7,0,49,4,4,0,4,7,7,11,14,1,16,0,506,7,6,1,1,48,1,1,14,1,89,19,0,8,21,8,11,7,2,0,1,32,360,0,0,0,1,6,4,0,0,4,242,41,6,0,1,280,5,15,3,0,61,15,8,258,10,1,7,1,4,10,1,1,0,2,0,2,1,14,6,4,6,1,1,1,9,7,0,1,416,1,114,15,1,43,1,29,1,cluster1
Genshi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,cluster4
Self,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,cluster4
MAXScript,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,cluster4
CSS,2,54,1,5,15,1,0,46,1,1,70,8,10,5,27,2,23,1,0,23,13,38,7,2,43,1,135,10,4,10,1,2,0,1,65,1,4,3,7,1,34,33,2,23,2,2,12,4,1,9,1,22,1,27,14,1,2,95,1,1038,1,30,12,0,12,6,3,7,0,225,18,8,2,66,2,2,627,1,1,1,17,10,21,5,1,7,1,133,6,1,3,1,0,2,2,9,2,18,1,6,29,10,8,24,26,4,0,1,31,5,16,4,0,214,0,11,5,4,163,25,34,2,17,1,221,73,773,1,33,2,2,355,1,0,2,11268,0,47,0,67,7,0,5,1,53,63,6,32,30,2,32,7,13,3,18,4,1,3,18,145,9,20,0,46,14,5,0,3,10,9,13,14,1,38,1,1292,7,4,1,3,120,2,1,25,1,98,16,1,8,37,12,16,15,2,1,2,28,4628,1,1,0,2,14,5,0,1,8,582,110,6,0,1,379,11,9,2,2,275,26,5,330,29,1,7,1,2,20,1,1,2,2,7,4,2,66,11,4,8,2,2,2,18,12,1,1,4182,2,970,36,1,501,1,78,7,cluster13
BitBake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
Clojure,0,11,1,1,11,0,0,6,1,1,3,2,8,0,8,0,10,1,1,2,7,8,1,1,8,0,5,8,4,1,0,1,0,1,18,0,1,0,7,1,19,16,0,0,1,0,3,1,0,1,0,5,1,11,0,1,4,8,0,40,0,2,0,0,2,2,1,1,0,24,10,6,0,5,2,0,40,1,1,1,5,0,0,0,1,0,0,8,6,1,1,0,0,1,1,7,3,5,0,0,2,6,2,15,8,0,0,0,8,0,7,1,1,18,0,2,1,1,20,4,8,0,1,1,10,8,24,1,5,0,1,14,0,0,0,47,0,290,0,7,7,0,5,1,10,4,6,5,1,7,5,7,12,5,13,1,0,1,2,12,8,16,0,9,0,5,0,0,7,9,2,1,2,6,0,69,7,1,1,3,4,1,2,0,1,17,0,0,7,8,0,8,1,0,0,1,8,45,0,0,0,1,3,0,0,0,9,42,16,6,0,0,22,0,2,0,2,2,0,0,27,9,1,7,1,1,18,1,0,0,2,1,0,1,2,1,2,6,0,0,2,0,6,0,1,49,1,44,2,1,16,0,19,1,cluster9
Metal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
'Protocol Buffer',0,7,0,2,8,0,0,7,0,0,18,0,6,2,7,1,11,0,0,0,8,9,3,0,8,0,18,6,0,0,0,0,0,0,12,1,0,0,6,0,8,8,0,0,0,0,12,2,0,1,0,3,0,11,0,0,0,1,0,91,0,1,3,0,1,4,0,0,0,36,9,6,0,36,0,2,74,0,0,0,5,0,0,2,0,2,0,24,6,0,1,0,0,0,0,6,0,2,0,0,0,6,2,9,8,0,0,0,3,16,6,0,0,46,0,2,1,0,13,6,2,0,6,0,10,8,16,0,10,0,0,44,0,0,0,67,0,7,0,262,6,0,5,0,13,10,6,9,2,0,10,6,7,0,6,0,0,0,2,11,6,6,0,9,2,0,0,0,6,6,2,3,0,3,0,111,6,0,0,0,6,0,1,3,0,24,3,0,6,23,1,7,1,0,0,0,10,63,0,0,0,0,1,0,0,0,0,72,39,6,0,0,65,2,2,2,0,2,1,1,81,8,0,6,0,0,6,0,1,0,1,0,1,0,4,0,0,6,0,0,0,1,6,0,0,82,0,23,1,0,8,0,19,0,cluster2
