lang_column,'Graphviz (DOT)',PHP,Lua,Dart,QML,LiveScript,GDScript,Smali,GDB,'OpenEdge ABL',Coq,Haxe,Clojure,JSONiq,Elm,Perl,Rouge,Max,Thrift,Rust,ASP,PLSQL,'DIGITAL Command Language',ColdFusion,Vue,Java,Go,Lex,ApacheConf,Vala,KiCad,D,Cucumber,CSS,'Pure Data',PureBasic,Myghty,SaltStack,Nu,HTML,Clarion,'Game Maker Language',C++,Alloy,Awk,PicoLisp,QMake,Eagle,Batchfile,Roff,Groff,DTrace,Terra,'GCC Machine Description',Brainfuck,SystemVerilog,Clean,'Jupyter Notebook',Fortran,Cirru,Scala,Verilog,Liquid,'Standard ML',GLSL,PostScript,HLSL,LSL,GAP,PowerShell,'Module Management System',M4,Harbour,TeX,Processing,CMake,Idris,Mako,VHDL,Lean,RenderScript,Racket,Kotlin,FreeMarker,XC,Parrot,Haskell,R,IDL,Smalltalk,Slash,Mask,nesC,Genshi,Perl6,ABAP,NetLogo,'Component Pascal',SuperCollider,MAXScript,SQLPL,Python,Ruby,SourcePawn,AspectJ,Makefile,Swift,SAS,'Vim script',OpenSCAD,ANTLR,JavaScript,Forth,F#,'Inno Setup',Bison,Gnuplot,Elixir,'Emacs Lisp',Smarty,Hy,Groovy,LLVM,Mercury,OCaml,Scheme,Objective-C++,PLpgSQL,NewLisp,MoonScript,Befunge,Nemerle,UnrealScript,AppleScript,Xtend,Fancy,C#,TypeScript,Nginx,Objective-C,Io,FLUX,NSIS,Tcl,Arduino,Rebol,UrWeb,Nix,Scilab,XQuery,PureScript,Stan,Agda,Stata,Assembly,'Protocol Buffer',Matlab,Shell,Erlang,HCL,ActionScript,COBOL,'POV-Ray SDL',Jasmin,'AGS Script',Self,PigLatin,XSLT,CLIPS,Yacc,Brightscript,C,Pascal,M,Ada,Prolog,E,XS,Logos,Bro,Nim,AutoHotkey,'Common Lisp',Julia,XML,Hack,'Visual Basic',Handlebars,'Gettext Catalog',Cuda,'Ragel in Ruby Host',Mathematica,Crystal,Cycript,CoffeeScript,Puppet,EmberScript,VimL,Eiffel,cluster
'Game Maker Language',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,4,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster3
C++,0,42,27,6,2,4,1,2,2,2,0,8,10,4,4,76,0,0,2,9,5,6,5,4,0,116,26,9,6,4,1,10,4,99,1,1,1,0,0,115,3,2,1184,0,11,1,8,1,80,2,39,6,2,1,3,0,2,5,7,4,22,6,4,3,12,7,1,4,6,22,3,21,1,38,2,74,1,1,4,3,1,2,1,4,1,0,18,56,7,6,0,4,1,1,8,4,0,0,1,1,1,231,72,7,0,245,14,3,1,4,0,112,6,3,8,3,8,7,11,3,1,10,3,0,10,12,38,3,1,0,0,0,3,1,0,0,53,13,0,159,5,1,9,10,4,3,0,6,5,5,0,0,0,0,71,25,23,262,11,1,4,4,2,0,1,0,2,10,1,15,0,408,12,10,5,17,1,3,5,1,0,5,9,7,0,1,14,1,0,27,3,6,0,0,7,0,1,9,4,cluster1
Alloy,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,cluster3
Awk,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,10,0,0,1,0,2,1,1,0,0,5,2,3,0,0,0,1,0,8,1,0,0,0,0,6,0,0,11,0,38,1,1,0,4,0,6,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,2,0,0,0,1,0,1,14,7,2,0,11,0,1,0,0,0,6,0,0,0,2,0,1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,2,2,0,9,0,0,1,1,0,1,0,0,2,1,0,0,0,0,10,2,1,19,1,1,0,0,1,0,0,0,1,5,0,5,0,12,0,0,0,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,cluster3
PicoLisp,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster3
QMake,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,8,0,1,0,16,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,3,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,1,0,1,0,5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,cluster3
Eagle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster3
Batchfile,0,33,11,4,1,4,0,2,0,1,0,5,5,4,4,40,0,0,4,4,8,9,5,4,0,77,14,4,12,4,1,5,6,108,0,0,1,1,0,127,1,1,80,0,4,0,1,0,434,2,22,4,1,1,2,0,0,6,1,4,20,4,4,2,8,4,1,4,6,25,3,11,0,18,3,19,0,3,4,3,0,1,1,8,0,0,8,21,3,3,1,4,0,1,6,4,0,0,0,1,3,111,32,4,0,91,4,2,0,4,4,114,6,3,6,0,2,5,11,3,0,16,2,0,5,7,12,4,0,0,0,1,1,1,0,0,33,16,3,41,4,1,9,6,0,3,0,4,2,6,0,0,0,0,25,14,6,154,5,0,11,4,2,0,0,0,2,12,1,5,1,81,8,1,5,7,0,1,3,0,0,4,7,4,0,0,16,1,0,4,0,3,0,0,14,2,1,3,4,cluster1
Roff,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,2,0,0,0,0,0,2,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,cluster3
Groff,0,12,3,0,0,0,1,0,1,2,1,1,3,0,0,28,0,0,5,0,4,2,4,0,0,19,6,6,3,0,1,2,0,36,1,0,1,0,0,39,0,1,39,0,6,1,2,0,22,0,144,4,2,0,0,0,1,2,2,0,8,2,0,2,2,3,0,0,2,2,3,7,0,11,0,8,0,1,0,0,1,1,0,0,1,0,5,8,0,1,0,0,0,1,5,0,0,0,1,0,0,48,13,2,0,47,2,2,0,0,1,32,1,2,2,3,2,1,8,3,0,2,2,0,2,5,9,0,0,0,0,1,2,1,0,0,9,3,0,29,1,0,5,1,0,3,0,1,2,2,0,0,0,0,21,4,3,56,1,0,2,0,1,0,1,1,2,11,1,7,0,48,5,1,1,4,1,3,3,1,0,0,2,0,0,0,3,0,0,0,2,2,0,0,3,1,0,4,0,cluster1
DTrace,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,3,0,3,1,0,0,0,0,4,0,1,6,0,1,1,0,0,4,1,4,12,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,1,0,0,6,1,0,0,6,0,0,0,0,0,4,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,5,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,0,0,1,1,0,1,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,cluster3
Terra,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,2,0,1,2,0,1,1,0,0,1,0,2,2,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster3
'GCC Machine Description',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster3
Brainfuck,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,8,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,3,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,cluster3
SystemVerilog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,cluster3
Clean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster3
'Jupyter Notebook',0,2,4,0,0,1,0,0,0,1,0,0,3,0,0,2,0,0,0,1,2,0,0,0,0,9,2,0,0,0,0,1,0,36,0,0,0,0,0,41,0,0,5,1,0,0,0,0,6,0,2,0,0,1,1,0,0,298,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,13,1,2,0,0,0,0,0,1,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,97,7,0,0,17,1,0,0,0,0,33,0,1,0,0,0,0,2,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,31,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,cluster3
Fortran,0,2,3,1,0,1,0,0,0,0,0,1,2,1,1,5,0,0,0,2,0,0,0,1,0,2,2,0,0,1,0,2,1,3,0,0,0,0,0,5,0,0,7,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,30,1,2,1,1,0,1,3,0,1,0,1,0,2,1,4,0,1,0,0,1,0,0,1,1,1,1,0,3,5,0,1,0,1,1,0,0,1,0,0,0,0,0,9,3,0,0,4,2,0,0,1,0,4,1,1,0,0,3,1,1,2,0,2,0,0,2,2,1,0,0,1,0,0,0,0,0,0,2,1,0,3,1,0,1,2,0,0,0,1,1,1,0,0,0,0,3,1,4,11,2,0,1,1,0,0,0,0,0,3,0,0,0,8,1,2,1,2,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,cluster1
Cirru,0,4,4,4,0,4,0,0,0,0,0,4,4,4,4,4,0,0,0,4,0,0,0,4,0,4,4,0,0,4,0,4,4,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,8,4,4,4,0,4,0,0,4,0,4,0,0,0,4,1,0,0,0,4,3,0,0,1,2,0,0,4,4,0,0,0,4,0,0,0,4,0,0,0,0,0,4,4,0,0,4,2,0,0,4,0,4,4,0,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,1,4,0,0,0,4,0,4,0,0,0,0,4,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,4,4,0,0,4,1,0,0,0,0,0,0,4,0,0,0,4,cluster2
Scala,0,12,7,6,0,4,1,0,1,0,0,5,10,4,4,20,1,0,8,7,1,3,1,4,0,69,9,2,1,4,0,7,4,41,1,0,1,0,0,28,0,0,22,0,1,1,0,0,20,0,8,1,1,0,1,1,0,6,2,4,222,4,4,0,5,1,0,4,3,4,0,1,0,11,1,4,0,1,4,3,0,2,2,4,0,0,10,17,0,1,1,4,0,1,4,4,0,0,1,0,0,56,20,1,0,28,6,0,0,4,1,39,4,1,0,0,0,6,5,1,1,5,0,0,7,6,1,0,2,0,0,0,0,0,0,1,12,6,0,8,6,0,1,5,0,2,1,4,0,4,0,0,0,0,7,12,7,61,9,0,5,4,0,0,0,0,1,6,0,2,0,16,5,1,4,3,1,0,0,0,0,4,6,5,0,0,6,1,0,2,1,3,0,1,10,0,0,0,4,cluster2
Verilog,0,4,4,4,0,4,0,0,0,0,0,4,4,4,4,6,0,0,0,4,0,0,0,4,0,5,4,0,0,4,0,4,4,5,0,0,0,0,0,5,0,0,6,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,4,4,14,4,0,4,0,0,4,0,4,0,0,0,4,1,0,0,0,4,3,0,0,1,2,0,0,4,4,0,0,0,4,0,0,0,4,0,0,0,0,0,4,4,0,0,6,2,0,0,4,0,5,4,0,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,6,4,0,1,4,0,0,0,4,0,4,0,0,0,0,6,4,4,7,4,0,4,4,0,0,0,0,0,0,0,0,0,2,4,0,4,0,0,0,0,0,0,4,4,4,0,0,4,1,0,0,0,0,0,0,4,0,0,0,4,cluster2
Liquid,0,4,4,4,0,4,0,0,0,0,0,4,4,4,4,4,0,0,0,4,0,0,0,4,0,5,4,0,0,4,0,4,4,5,0,0,0,0,0,5,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,4,4,4,10,0,4,0,0,4,0,4,0,0,0,4,1,0,0,0,4,3,0,0,1,2,0,0,4,4,0,0,0,4,0,0,0,4,0,0,0,0,0,4,5,0,0,5,2,0,0,4,0,5,4,0,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,1,4,0,0,0,4,0,4,0,0,0,0,4,4,4,5,4,0,4,4,0,0,0,0,0,0,0,0,0,1,4,0,4,0,0,0,0,0,0,4,4,4,0,0,4,1,0,0,1,0,0,0,5,0,0,0,4,cluster2
'Standard ML',0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,2,0,0,0,0,0,2,0,0,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster3
GLSL,0,4,5,4,0,4,0,0,0,0,0,5,5,4,4,5,0,0,0,5,1,0,0,4,0,12,4,2,1,4,0,4,4,9,0,0,0,0,0,10,0,0,12,0,1,0,1,0,8,0,2,0,0,0,0,1,0,0,1,4,5,4,4,1,50,1,0,4,2,6,0,1,0,5,1,4,0,0,4,3,0,0,1,2,0,0,4,4,0,1,1,4,0,0,2,4,0,0,0,0,0,13,5,1,0,13,2,0,0,4,0,15,4,0,0,0,0,4,1,0,1,4,0,0,5,4,4,0,1,0,0,0,1,0,0,1,12,5,0,9,5,0,2,4,0,0,1,4,1,5,0,0,0,0,5,4,4,14,5,0,6,4,1,0,0,0,0,1,0,2,0,8,4,0,4,1,0,1,0,1,0,4,4,4,0,0,5,1,0,0,0,1,0,1,4,0,0,0,4,cluster2
PostScript,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,11,0,1,7,0,0,0,0,0,4,1,3,3,1,0,0,1,0,0,3,0,1,0,0,0,1,32,0,0,1,3,0,3,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,2,0,0,0,0,0,0,9,3,0,0,9,0,0,0,0,0,9,0,0,0,0,2,0,2,2,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,13,1,0,1,0,0,0,0,0,0,2,0,1,0,9,1,0,0,3,0,0,1,0,0,0,2,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,cluster3
HLSL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster3
LSL,0,4,4,4,0,4,0,0,0,0,0,4,4,4,4,4,0,0,0,4,0,0,0,4,0,4,4,0,0,4,0,4,4,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,4,4,4,4,0,4,0,0,8,0,4,0,0,0,4,1,0,0,0,4,3,0,0,1,2,0,0,4,4,0,0,0,4,0,0,0,4,0,0,0,0,0,4,4,0,0,4,2,0,0,4,0,4,4,0,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,1,4,0,0,0,4,0,4,0,0,0,0,4,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,4,4,0,0,4,1,0,0,0,0,0,0,4,0,0,0,4,cluster2
GAP,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,4,1,0,1,0,1,1,1,0,0,11,0,2,0,0,0,2,0,9,1,0,0,0,0,9,0,0,6,0,2,1,1,0,6,0,2,1,1,0,2,1,0,0,0,0,3,0,0,0,2,1,0,0,28,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0,0,1,0,1,6,4,1,0,7,0,0,0,0,1,9,2,0,2,0,0,1,2,0,1,1,0,0,1,1,1,2,1,0,0,0,1,0,0,1,3,1,0,4,1,0,1,0,0,1,1,0,1,1,0,0,0,0,2,0,1,11,1,0,1,0,1,0,0,0,1,3,0,2,0,9,0,1,0,1,1,1,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,cluster3
PowerShell,0,10,7,4,0,4,0,0,0,0,0,4,4,4,4,8,0,0,0,4,6,3,3,4,0,13,7,0,2,4,0,4,5,21,0,0,0,0,0,26,0,1,22,0,0,0,0,0,25,1,2,2,0,1,0,0,0,1,1,4,4,4,4,1,6,3,0,4,1,108,0,2,0,5,1,4,0,0,4,3,0,0,1,2,0,0,5,9,1,2,0,5,0,0,0,4,0,0,0,0,1,30,12,0,0,20,2,0,0,4,1,26,4,1,0,0,1,4,1,0,0,4,0,0,5,4,4,1,0,0,0,0,0,0,0,0,23,6,0,13,4,0,2,5,0,0,0,4,0,4,0,0,0,0,10,4,4,38,5,0,7,4,0,0,0,0,0,2,0,0,0,23,5,0,4,2,0,0,0,0,0,4,6,4,0,0,7,1,0,2,0,0,0,0,5,1,0,2,4,cluster2
'Module Management System',0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,3,1,2,0,0,0,2,0,0,1,0,1,0,2,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,2,1,2,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,cluster3
M4,0,2,2,0,0,0,1,0,1,0,0,1,1,0,0,7,0,0,0,0,2,2,4,0,0,2,1,2,1,0,0,1,0,8,1,0,0,0,0,12,1,1,21,0,2,1,1,0,11,2,7,4,2,0,0,0,0,0,2,0,1,0,0,0,1,3,1,0,2,2,1,46,0,5,0,8,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,5,0,0,0,1,0,0,18,2,1,0,20,1,1,0,0,0,9,0,0,0,0,2,2,4,0,0,0,1,0,0,2,3,0,0,0,0,0,1,0,0,0,2,1,0,12,0,0,3,0,0,1,0,0,1,1,0,0,0,0,10,1,1,20,1,0,0,0,1,0,0,0,0,1,1,4,0,20,3,0,1,4,1,2,2,0,0,0,3,0,0,0,3,0,0,1,0,2,0,0,0,0,0,2,0,cluster3
